first_name,last_name,position,height,weight,country,draft_year,draft_number,id_team,conference,division,team
Irv,Bemoras,G-C,1.9,83.25,USA,1953,undrafted,1,East,Southeast,Atlanta Hawks
Leon,Benbow,G-C,1.93,83.25,USA,1974,27,5,East,Central,Chicago Bulls
Dragan,Bender,F,2.16,101.25,Croatia,2016,4,24,West,Pacific,Phoenix Suns
Jonathan,Bender,G-C,2.13,103.5,USA,1999,5,12,East,Central,Indiana Pacers
Corey,Benjamin,G-C,1.98,92.25,USA,1998,28,5,East,Central,Chicago Bulls
Benoit,Benjamin,G-C,2.13,119.25,USA,1985,3,13,West,Pacific,LA Clippers
Mario,Bennett,G-C,2.06,105.75,USA,1995,27,14,West,Pacific,Los Angeles Lakers
Tony,Bennett,G-C,1.83,78.75,USA,1992,35,4,East,Southeast,Charlotte Hornets
Winston,Bennett,G-C,2.01,94.5,USA,1988,64,6,East,Central,Cleveland Cavaliers
Mel,Bennett,G-C,2.01,90.0,USA,undrafted,undrafted,12,East,Central,Indiana Pacers
Elmer,Bennett,G-C,1.83,76.5,USA,1992,38,23,East,Atlantic,Philadelphia 76ers
Anthony,Bennett,G-C,2.03,110.25,Canada,2013,1,18,West,Northwest,Minnesota Timberwolves
David,Benoit,G-C,2.03,99.0,USA,undrafted,undrafted,29,West,Northwest,Utah Jazz
Keith,Benson,G-C,2.11,108.0,USA,2011,48,10,West,Pacific,Golden State Warriors
Kent,Benson,G-C,2.11,105.75,USA,1977,1,9,East,Central,Detroit Pistons
Ben,Bentil,G-C,2.06,105.75,Ghana,2016,51,7,West,Southwest,Dallas Mavericks
Gene,Berce,G-C,1.8,78.75,USA,1948,undrafted,1,East,Southeast,Atlanta Hawks
Gary,Bergen,G-C,2.03,94.5,USA,1956,undrafted,20,East,Atlantic,New York Knicks
Jules,Bernard,G,1.98,94.5,USA,undrafted,undrafted,6,East,Central,Cleveland Cavaliers
Walter,Berry,G-C,2.03,96.75,USA,1986,14,27,West,Southwest,San Antonio Spurs
Ricky,Berry,G-C,2.03,92.25,USA,1988,18,26,West,Pacific,Sacramento Kings
Davis,Bertans,F,2.08,101.25,Latvia,2011,42,4,East,Southeast,Charlotte Hornets
Dairis,Bertans,G,1.93,90.0,Latvia,undrafted,undrafted,19,West,Southwest,New Orleans Pelicans
Del,Beshore,G-C,1.8,74.25,USA,undrafted,undrafted,5,East,Central,Chicago Bulls
Travis,Best,G-C,1.8,81.9,USA,1995,23,12,East,Central,Indiana Pacers
Patrick,Beverley,G,1.88,81.0,USA,2009,42,17,East,Central,Milwaukee Bucks
Tyler,Bey,F,2.01,96.75,USA,2020,36,11,West,Southwest,Houston Rockets
Saddiq,Bey,F,2.01,96.75,USA,2020,19,30,East,Southeast,Washington Wizards
Sim,Bhullar,G-C,2.26,162.0,Canada,undrafted,undrafted,26,West,Pacific,Sacramento Kings
Al,Bianchi,G-C,1.9,83.25,USA,1954,18,23,East,Atlantic,Philadelphia 76ers
Henry,Bibby,G-C,1.85,83.25,USA,1972,58,23,East,Atlantic,Philadelphia 76ers
Mike,Bibby,G,1.88,87.75,USA,1998,2,26,West,Pacific,Sacramento Kings
Ed,Biedenbach,G-C,1.85,78.75,USA,1968,45,24,West,Pacific,Phoenix Suns
Andris,Biedrins,G-C,2.13,108.9,Latvia,2004,11,10,West,Pacific,Golden State Warriors
Don,Bielke,G-C,2.01,108.0,USA,1954,67,9,East,Central,Detroit Pistons
Bob,Bigelow,G-C,2.01,96.75,USA,1975,13,26,West,Pacific,Sacramento Kings
Chauncey,Billups,G-C,1.9,94.5,USA,1997,3,9,East,Central,Detroit Pistons
Dave,Bing,G-C,1.9,81.0,USA,1966,2,9,East,Central,Detroit Pistons
Joe,Binion,G-C,2.03,105.75,USA,1984,57,25,West,Northwest,Portland Trail Blazers
Khem,Birch,C,2.03,104.85000000000001,Canada,undrafted,undrafted,27,West,Southwest,San Antonio Spurs
Jabari,Bird,G,1.98,89.10000000000001,USA,2017,56,2,East,Atlantic,Boston Celtics
Jerry,Bird,G-C,1.98,94.5,USA,1956,undrafted,20,East,Atlantic,New York Knicks
Larry,Bird,G-C,2.06,99.0,USA,1978,6,2,East,Atlantic,Boston Celtics
Otis,Birdsong,G-C,1.9,85.5,USA,1977,2,3,East,Atlantic,Brooklyn Nets
Gale,Bishop,G-C,1.9,87.75,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Goga,Bitadze,C,2.08,112.5,Georgia,2019,18,22,East,Southeast,Orlando Magic
Onuralp,Bitim,F,1.98,96.75,Turkey,undrafted,undrafted,5,East,Central,Chicago Bulls
Bismack,Biyombo,C,2.03,114.75,Democratic Republic of the Congo,2011,7,21,West,Northwest,Oklahoma City Thunder
Nemanja,Bjelica,F,2.06,105.3,Serbia,2010,35,10,West,Pacific,Golden State Warriors
Uwe,Blab,G-C,2.16,113.4,USA,1985,17,7,West,Southwest,Dallas Mavericks
Anthony,Black,G,2.01,90.0,USA,2023,6,22,East,Southeast,Orlando Magic
Charlie,Black,G-C,1.93,90.0,USA,undrafted,undrafted,9,East,Central,Detroit Pistons
Tom,Black,G-C,2.08,99.0,USA,1964,72,21,West,Northwest,Oklahoma City Thunder
Norman,Black,G-C,1.96,83.25,USA,undrafted,undrafted,9,East,Central,Detroit Pistons
Leaky,Black,F,1.98,94.05,USA,undrafted,undrafted,4,East,Southeast,Charlotte Hornets
Tarik,Black,G-C,2.06,112.5,USA,undrafted,undrafted,14,West,Pacific,Los Angeles Lakers
Rolando,Blackman,G-C,1.98,85.5,USA,1981,9,7,West,Southwest,Dallas Mavericks
Nate,Blackwell,G-C,1.93,76.5,USA,1987,27,27,West,Southwest,San Antonio Spurs
James,Blackwell,G-C,1.83,85.5,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Cory,Blackwell,G-C,1.98,94.5,USA,1984,28,21,West,Northwest,Oklahoma City Thunder
Alex,Blackwell,G-C,1.98,112.5,USA,undrafted,undrafted,14,West,Pacific,Los Angeles Lakers
DeJuan,Blair,G-C,2.01,121.5,USA,2009,37,27,West,Southwest,San Antonio Spurs
Steve,Blake,G-C,1.9,77.4,USA,2003,38,25,West,Northwest,Portland Trail Blazers
Marqus,Blakely,G-C,1.96,101.25,USA,undrafted,undrafted,11,West,Southwest,Houston Rockets
Antonio,Blakeney,G,1.93,86.4,USA,undrafted,undrafted,5,East,Central,Chicago Bulls
Will,Blalock,G-C,1.83,92.25,USA,2006,undrafted,9,East,Central,Detroit Pistons
George,Blaney,G-C,1.85,78.75,USA,1961,33,20,East,Atlantic,New York Knicks
Lance,Blanks,G-C,1.93,85.5,USA,1990,26,9,East,Central,Detroit Pistons
Ricky,Blanton,G-C,2.01,96.75,USA,1989,46,5,East,Central,Chicago Bulls
Andray,Blatche,G-C,2.11,117.0,USA,2005,49,30,East,Southeast,Washington Wizards
Mookie,Blaylock,G-C,1.85,83.25,USA,1989,12,1,East,Southeast,Atlanta Hawks
Eric,Bledsoe,G,1.85,96.3,USA,2010,18,25,West,Northwest,Portland Trail Blazers
Keljin,Blevins,F,1.93,90.0,USA,2019,undrafted,25,West,Northwest,Portland Trail Blazers
John,Block,G-C,2.08,93.15,USA,1966,27,11,West,Southwest,Houston Rockets
Jaron,Blossomgame,G-C,2.03,99.0,USA,2017,59,6,East,Central,Cleveland Cavaliers
Mark,Blount,G-C,2.13,112.5,USA,1997,54,2,East,Atlantic,Boston Celtics
Corie,Blount,G-C,2.08,108.9,USA,1993,25,5,East,Central,Chicago Bulls
Vander,Blue,G-C,1.93,90.0,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Trevon,Bluiett,G-F,1.98,89.10000000000001,USA,2018,undrafted,29,West,Northwest,Utah Jazz
Ray,Blume,G-C,1.93,83.25,USA,1981,36,5,East,Central,Chicago Bulls
Nelson,Bobb,G-C,1.83,76.5,USA,1949,undrafted,10,West,Pacific,Golden State Warriors
Tony,Bobbitt,G-C,1.93,85.5,USA,undrafted,undrafted,14,West,Pacific,Los Angeles Lakers
Arlen,Bockhorn,G-C,1.93,90.0,USA,1958,17,26,West,Pacific,Sacramento Kings
Buddy,Boeheim,F,1.96,92.25,USA,undrafted,undrafted,9,East,Central,Detroit Pistons
Tom,Boerwinkle,G-C,2.13,119.25,USA,1968,4,5,East,Central,Chicago Bulls
Keith,Bogans,G-C,1.96,96.75,USA,2003,43,22,East,Southeast,Orlando Magic
Bojan,Bogdanovic,F,2.01,101.7,Croatia,2011,31,3,East,Atlantic,Brooklyn Nets
Bogdan,Bogdanovic,G,1.96,101.25,Serbia,2014,27,1,East,Southeast,Atlanta Hawks
Muggsy,Bogues,G-C,1.6,63.45,USA,1987,12,4,East,Southeast,Charlotte Hornets
Andrew,Bogut,F,2.13,117.0,Australia,2005,1,17,East,Central,Milwaukee Bucks
Etdrick,Bohannon,G-C,2.06,105.75,USA,undrafted,undrafted,13,West,Pacific,LA Clippers
Manute,Bol,G-C,2.29,90.0,USA,1985,31,30,East,Southeast,Washington Wizards
Bol,Bol,C,2.21,99.0,Sudan,2019,44,24,West,Pacific,Phoenix Suns
Jonah,Bolden,F,2.08,99.0,Australia,2017,36,23,East,Atlantic,Philadelphia 76ers
Marques,Bolden,C,2.08,112.05,USA,2019,undrafted,4,East,Southeast,Charlotte Hornets
Leandro,Bolmaro,F,1.98,90.0,Argentina,2020,23,29,West,Northwest,Utah Jazz
Joel,Bolomboy,G-C,2.06,105.75,Ukraine,2016,52,29,West,Northwest,Utah Jazz
Doug,Bolstorff,G-C,1.93,87.75,USA,1957,57,9,East,Central,Detroit Pistons
Adem,Bona,F,2.08,105.75,Nigeria,2024,41,23,East,Atlantic,Philadelphia 76ers
Walter,Bond,G-C,1.96,90.0,USA,undrafted,undrafted,29,West,Northwest,Utah Jazz
Phil,Bond,G-C,1.88,78.75,USA,1977,62,11,West,Southwest,Houston Rockets
Jordan,Bone,G,1.9,81.0,USA,2019,57,22,East,Southeast,Orlando Magic
Dexter,Boney,G-C,1.93,83.25,USA,undrafted,undrafted,24,West,Pacific,Phoenix Suns
Isaac,Bonga,G,2.03,81.0,Germany,2018,39,28,East,Atlantic,Toronto Raptors
Ron,Bonham,G-C,1.93,86.4,USA,1964,16,2,East,Atlantic,Boston Celtics
Matt,Bonner,G-C,2.08,105.75,USA,2003,45,27,West,Southwest,San Antonio Spurs
Anthony,Bonner,G-C,2.03,103.5,USA,1990,23,26,West,Pacific,Sacramento Kings
Trevor,Booker,G-C,2.03,102.60000000000001,USA,2010,23,30,East,Southeast,Washington Wizards
Melvin,Booker,G-C,1.88,83.25,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Devin,Booker,G,1.98,92.7,USA,2015,13,24,West,Pacific,Phoenix Suns
Ron,Boone,G-C,1.88,90.0,USA,1968,147,26,West,Pacific,Sacramento Kings
Josh,Boone,G-C,2.08,108.0,USA,2006,23,3,East,Atlantic,Brooklyn Nets
Calvin,Booth,G-C,2.11,103.5,USA,1999,35,21,West,Northwest,Oklahoma City Thunder
Keith,Booth,G-C,1.98,101.7,USA,1997,28,5,East,Central,Chicago Bulls
Carlos,Boozer,G-C,2.06,116.10000000000001,USA,2002,34,29,West,Northwest,Utah Jazz
Bob,Boozer,G-C,2.03,96.75,USA,1959,1,26,West,Pacific,Sacramento Kings
Curtis,Borchardt,G-C,2.13,108.9,USA,2002,18,29,West,Northwest,Utah Jazz
Jake,Bornheimer,G-C,1.96,90.0,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Lazaro,Borrell,G-C,2.03,99.0,Cuba,undrafted,undrafted,21,West,Northwest,Oklahoma City Thunder
Costic,Borsavage,G-C,2.03,99.0,USA,1950,undrafted,10,West,Pacific,Golden State Warriors
Vince,Boryla,G-C,1.96,94.5,USA,undrafted,undrafted,20,East,Atlantic,New York Knicks
Chris,Bosh,G-C,2.11,105.75,USA,2003,4,16,East,Southeast,Miami Heat
Jim,Bostic,G-C,2.01,101.25,USA,1975,139,9,East,Central,Detroit Pistons
Lawrence,Boston,G-C,2.03,101.25,USA,1978,81,30,East,Southeast,Washington Wizards
Brandon,Boston Jr.,G,1.98,84.60000000000001,USA,2021,51,19,West,Southwest,New Orleans Pelicans
Tom,Boswell,G-C,2.03,99.0,USA,1975,17,2,East,Atlantic,Boston Celtics
Chris,Boucher,F,2.06,90.0,Saint Lucia,undrafted,undrafted,28,East,Atlantic,Toronto Raptors
James,Bouknight,G,1.93,85.5,USA,2021,11,4,East,Southeast,Charlotte Hornets
Ruben,Boumtje-Boumtje,G-C,2.13,115.65,USA,2001,49,25,West,Northwest,Portland Trail Blazers
Jamaree,Bouyea,G,1.88,81.0,USA,undrafted,undrafted,27,West,Southwest,San Antonio Spurs
Don,Boven,G-C,1.93,94.5,USA,1949,undrafted,9,East,Central,Detroit Pistons
Cal,Bowdler,G-C,2.08,113.85000000000001,USA,1999,17,1,East,Southeast,Atlanta Hawks
Ryan,Bowen,G-C,2.06,98.10000000000001,USA,1998,55,8,West,Northwest,Denver Nuggets
Bruce,Bowen,G-C,2.01,90.0,USA,undrafted,undrafted,27,West,Southwest,San Antonio Spurs
Brian,Bowen II,F,1.98,85.5,USA,undrafted,undrafted,12,East,Central,Indiana Pacers
Anthony,Bowie,G-C,1.98,90.0,USA,1986,66,22,East,Southeast,Orlando Magic
Sam,Bowie,G-C,2.16,105.75,USA,1984,2,3,East,Atlantic,Brooklyn Nets
Nate,Bowman,G-C,2.08,103.5,USA,1965,7,20,East,Atlantic,New York Knicks
Ky,Bowman,G,1.85,84.15,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Ira,Bowman,G-C,1.96,87.75,USA,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
Donnie,Boyce,G-C,1.96,87.75,USA,1995,42,1,East,Southeast,Atlanta Hawks
Fred,Boyd,G-C,1.88,81.0,USA,1972,5,23,East,Atlantic,Philadelphia 76ers
Ken,Boyd,G-C,1.96,87.75,USA,1974,154,29,West,Northwest,Utah Jazz
Dennis,Boyd,G-C,1.85,78.75,USA,1977,72,9,East,Central,Detroit Pistons
Earl,Boykins,G-C,1.65,59.85,USA,undrafted,undrafted,8,West,Northwest,Denver Nuggets
Winford,Boynes,G-C,1.98,83.25,USA,1978,13,3,East,Atlantic,Brooklyn Nets
Cedric,Bozeman,G-C,1.98,93.15,USA,undrafted,undrafted,1,East,Southeast,Atlanta Hawks
Steve,Bracey,G-C,1.85,78.75,USA,1972,21,1,East,Southeast,Atlanta Hawks
Craig,Brackins,G-C,2.08,103.5,USA,2010,21,23,East,Atlantic,Philadelphia 76ers
Gary,Bradds,G-C,2.03,94.5,USA,1964,3,30,East,Southeast,Washington Wizards
Michael,Bradley,G-C,2.08,110.25,USA,2001,17,28,East,Atlantic,Toronto Raptors
Tony,Bradley,C,2.08,111.60000000000001,USA,2017,28,5,East,Central,Chicago Bulls
Alonzo,Bradley,G-C,1.98,85.5,USA,1977,29,11,West,Southwest,Houston Rockets
Dudley,Bradley,G-C,1.98,87.75,USA,1979,13,12,East,Central,Indiana Pacers
Charles,Bradley,G-C,1.96,96.75,USA,1981,23,2,East,Atlantic,Boston Celtics
Alex,Bradley,G-C,1.98,96.75,USA,1981,86,20,East,Atlantic,New York Knicks
Avery,Bradley,G,1.9,81.0,USA,2010,19,14,West,Pacific,Los Angeles Lakers
Bill,Bradley,G-C,1.96,92.25,USA,1965,undrafted,20,East,Atlantic,New York Knicks
Shawn,Bradley,G-C,2.29,123.75,USA,1993,2,7,West,Southwest,Dallas Mavericks
Mark,Bradtke,G-C,2.08,119.25,Australia,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
Marques,Bragg,G-C,2.03,103.5,USA,undrafted,undrafted,18,West,Northwest,Minnesota Timberwolves
Torraye,Braggs,G-C,2.03,110.25,USA,1998,57,11,West,Southwest,Houston Rockets
A.J.,Bramlett,G-C,2.08,102.15,USA,1999,39,6,East,Central,Cleveland Cavaliers
Adrian,Branch,G-C,2.01,83.25,USA,1985,46,25,West,Northwest,Portland Trail Blazers
Elton,Brand,F,2.06,114.3,USA,1999,1,13,West,Pacific,LA Clippers
Terrell,Brandon,G-C,1.8,77.85000000000001,USA,1991,11,6,East,Central,Cleveland Cavaliers
Malaki,Branham,F,1.93,81.0,USA,2022,undrafted,27,West,Southwest,San Antonio Spurs
Bob,Brannum,G-C,1.98,96.75,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Jesse,Branson,G-C,2.01,87.75,USA,1965,13,23,East,Atlantic,Philadelphia 76ers
Brad,Branson,G-C,2.08,99.0,USA,1980,45,12,East,Central,Indiana Pacers
Jarrell,Brantley,F,1.96,112.5,USA,2019,undrafted,29,West,Northwest,Utah Jazz
Jim,Brasco,G-C,1.85,76.5,USA,1952,undrafted,1,East,Southeast,Atlanta Hawks
Mike,Bratz,G-C,1.88,83.25,USA,1977,66,24,West,Pacific,Phoenix Suns
Christian,Braun,G,1.98,99.0,USA,2022,21,8,West,Northwest,Denver Nuggets
Carl,Braun,G-C,1.96,81.0,USA,undrafted,undrafted,20,East,Atlantic,New York Knicks
Ignas,Brazdeikis,F,1.98,99.45,Canada,2019,47,22,East,Southeast,Orlando Magic
Tim,Breaux,G-C,2.01,96.75,USA,undrafted,undrafted,11,West,Southwest,Houston Rockets
J.R.,Bremer,G-C,1.88,83.25,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Tom,Brennan,G-C,1.9,87.75,USA,1952,undrafted,10,West,Pacific,Golden State Warriors
Pete,Brennan,G-C,1.98,92.25,USA,1958,4,20,East,Atlantic,New York Knicks
Randy,Breuer,G-C,2.21,103.5,USA,1983,18,17,East,Central,Milwaukee Bucks
Corey,Brewer,G-C,2.06,84.60000000000001,USA,2007,7,18,West,Northwest,Minnesota Timberwolves
Jim,Brewer,G-C,2.06,94.5,USA,1973,2,6,East,Central,Cleveland Cavaliers
Ron,Brewer,G-C,1.93,81.0,USA,1978,7,25,West,Northwest,Portland Trail Blazers
Ronnie,Brewer,G-C,2.01,105.75,USA,2006,14,29,West,Northwest,Utah Jazz
Jamison,Brewer,G-C,1.93,82.8,USA,2001,undrafted,12,East,Central,Indiana Pacers
Primoz,Brezec,G-C,2.16,114.75,Slovenia,2000,27,4,East,Southeast,Charlotte Hornets
Frank,Brian,G-C,1.85,81.0,USA,undrafted,undrafted,9,East,Central,Detroit Pistons
Frank,Brickowski,G-C,2.06,111.60000000000001,USA,1981,57,17,East,Central,Milwaukee Bucks
Junior,Bridgeman,G-C,1.96,94.5,USA,1975,8,17,East,Central,Milwaukee Bucks
Miles,Bridges,F,2.01,101.25,USA,2018,12,4,East,Southeast,Charlotte Hornets
Bill,Bridges,G-C,1.96,102.60000000000001,USA,1961,32,1,East,Southeast,Atlanta Hawks
Mikal,Bridges,F,1.98,94.05,USA,2018,undrafted,20,East,Atlantic,New York Knicks
Jalen,Bridges,F,2.03,101.25,USA,undrafted,undrafted,24,West,Pacific,Phoenix Suns
Al,Brightman,G-C,1.88,87.75,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Amida,Brimah,C,2.08,103.5,USA,undrafted,undrafted,8,West,Northwest,Denver Nuggets
Audley,Brindley,G-C,1.93,78.75,USA,undrafted,undrafted,20,East,Atlantic,New York Knicks
Isaiah,Briscoe,G,1.9,96.75,USA,undrafted,undrafted,22,East,Southeast,Orlando Magic
John,Brisker,G-C,1.96,94.5,USA,undrafted,undrafted,21,West,Northwest,Oklahoma City Thunder
Oshae,Brissett,F,2.01,94.5,Canada,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Allan,Bristow,G-C,2.01,94.5,USA,1973,21,27,West,Southwest,San Antonio Spurs
Tyrone,Britt,G-C,1.93,85.5,USA,undrafted,undrafted,11,West,Southwest,Houston Rockets
Wayman,Britt,G-C,1.88,83.25,USA,1976,undrafted,9,East,Central,Detroit Pistons
Mike,Brittain,G-C,2.13,105.75,USA,1985,29,27,West,Southwest,San Antonio Spurs
David,Britton,G-C,1.93,81.0,USA,1980,57,30,East,Southeast,Washington Wizards
Izaiah,Brockington,G,1.93,88.2,USA,undrafted,undrafted,19,West,Southwest,New Orleans Pelicans
Jon,Brockman,G-C,2.01,114.75,USA,2009,38,17,East,Central,Milwaukee Bucks
Ryan,Broekhoff,G-F,1.98,96.75,Australia,undrafted,undrafted,7,West,Southwest,Dallas Mavericks
Jim,Brogan,G-C,1.93,83.25,USA,undrafted,undrafted,13,West,Pacific,LA Clippers
Malcolm,Brogdon,G,1.93,103.05,USA,2016,36,30,East,Southeast,Washington Wizards
Gary,Brokaw,G-C,1.93,80.10000000000001,USA,1974,18,17,East,Central,Milwaukee Bucks
Kevin,Brooks,G-C,1.98,90.0,USA,1991,18,8,West,Northwest,Denver Nuggets
Dillon,Brooks,G-F,1.98,101.25,Canada,2017,45,11,West,Southwest,Houston Rockets
Armoni,Brooks,G,1.9,87.75,USA,2019,undrafted,3,East,Atlantic,Brooklyn Nets
Scott,Brooks,G-C,1.8,74.25,USA,undrafted,undrafted,11,West,Southwest,Houston Rockets
Michael,Brooks,G-C,2.01,99.0,USA,1980,9,13,West,Pacific,LA Clippers
Aaron,Brooks,G-C,1.83,72.45,USA,2007,26,11,West,Southwest,Houston Rockets
MarShon,Brooks,G,1.96,90.0,USA,2011,25,3,East,Atlantic,Brooklyn Nets
Keion,Brooks Jr.,F,2.01,94.5,USA,undrafted,undrafted,19,West,Southwest,New Orleans Pelicans
Raymond,Brown,G-C,2.03,99.0,USA,undrafted,undrafted,29,West,Northwest,Utah Jazz
Kobe,Brown,F,2.01,112.5,USA,2023,undrafted,13,West,Pacific,LA Clippers
John,Brown,G-C,2.01,99.0,USA,1973,undrafted,1,East,Southeast,Atlanta Hawks
Roger,Brown,G-C,2.11,101.25,USA,1971,64,9,East,Central,Detroit Pistons
Devin,Brown,G-C,1.96,94.5,USA,undrafted,undrafted,19,West,Southwest,New Orleans Pelicans
P.J.,Brown,G-C,2.11,107.55,USA,1992,29,19,West,Southwest,New Orleans Pelicans
Moses,Brown,C,2.18,116.10000000000001,USA,undrafted,undrafted,25,West,Northwest,Portland Trail Blazers
Jaylen,Brown,G,1.98,100.35000000000001,USA,2016,3,2,East,Atlantic,Boston Celtics
Ernest,Brown,G-C,2.13,109.8,USA,2000,52,16,East,Southeast,Miami Heat
Anthony,Brown,G-C,2.01,100.8,USA,2015,34,14,West,Pacific,Los Angeles Lakers
Myron,Brown,G-C,1.9,81.0,USA,1991,34,18,West,Northwest,Minnesota Timberwolves
Shannon,Brown,G-C,1.93,94.5,USA,2006,25,14,West,Pacific,Los Angeles Lakers
Chucky,Brown,G-C,2.03,99.0,USA,1989,43,6,East,Central,Cleveland Cavaliers
Derrick,Brown,G-C,2.03,104.85000000000001,USA,2009,undrafted,4,East,Southeast,Charlotte Hornets
Bobby,Brown,G-C,1.88,78.75,USA,undrafted,undrafted,26,West,Pacific,Sacramento Kings
Lewis,Brown,G-C,2.11,101.25,USA,1977,69,30,East,Southeast,Washington Wizards
Randy,Brown,G-C,1.88,85.5,USA,1991,31,5,East,Central,Chicago Bulls
George,Brown,G-C,1.98,85.5,USA,1957,27,14,West,Pacific,Los Angeles Lakers
Tony,Brown,G-C,1.98,83.25,USA,1982,82,17,East,Central,Milwaukee Bucks
Kwame,Brown,G-C,2.11,130.5,USA,2001,1,30,East,Southeast,Washington Wizards
Kendall,Brown,G,2.01,92.25,USA,2022,48,12,East,Central,Indiana Pacers
Fred,Brown,G-C,1.9,81.9,USA,1971,6,21,West,Northwest,Oklahoma City Thunder
Chaundee,Brown,G,1.96,96.75,USA,undrafted,undrafted,1,East,Southeast,Atlanta Hawks
Andre,Brown,G-C,2.06,110.25,USA,undrafted,undrafted,21,West,Northwest,Oklahoma City Thunder
Bruce,Brown,G,1.93,90.9,USA,2018,42,28,East,Atlantic,Toronto Raptors
Lorenzo,Brown,G,1.96,85.05,USA,2013,52,28,East,Atlantic,Toronto Raptors
Damone,Brown,G-C,2.03,90.9,USA,2001,36,23,East,Atlantic,Philadelphia 76ers
Marcus,Brown,G-C,1.9,83.25,USA,1996,46,25,West,Northwest,Portland Trail Blazers
Sterling,Brown,G,1.96,98.55,USA,2017,46,14,West,Pacific,Los Angeles Lakers
Jabari,Brown,G-C,1.96,96.3,USA,2014,undrafted,14,West,Pacific,Los Angeles Lakers
Gerald,Brown,G-C,1.93,94.5,USA,undrafted,undrafted,24,West,Pacific,Phoenix Suns
Dee,Brown,G-C,1.83,81.45,USA,2006,46,29,West,Northwest,Utah Jazz
Mike,Brown,G-C,2.08,117.0,USA,1985,69,29,West,Northwest,Utah Jazz
Rickey,Brown,G-C,2.08,96.75,USA,1980,13,10,West,Pacific,Golden State Warriors
Charles,Brown,G,1.98,89.55,USA,undrafted,undrafted,4,East,Southeast,Charlotte Hornets
Tierre,Brown,G-C,1.88,85.05,USA,undrafted,undrafted,14,West,Pacific,Los Angeles Lakers
Markel,Brown,G-C,1.9,85.5,USA,2014,44,3,East,Atlantic,Brooklyn Nets
Dee,Brown,G-C,1.88,92.25,USA,1990,19,2,East,Atlantic,Boston Celtics
Stan,Brown,G-C,1.9,90.0,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Kedrick,Brown,G-C,2.01,99.9,USA,2001,11,2,East,Atlantic,Boston Celtics
Greg,Brown III,F,2.01,92.7,USA,2021,43,7,West,Southwest,Dallas Mavericks
Troy,Brown Jr.,F,2.01,96.75,USA,2018,15,9,East,Central,Detroit Pistons
Stanley,Brundy,G-C,1.98,94.5,USA,1989,32,3,East,Atlantic,Brooklyn Nets
Rick,Brunson,G-C,1.93,85.5,USA,undrafted,undrafted,25,West,Northwest,Portland Trail Blazers
Jalen,Brunson,G,1.88,85.5,USA,2018,33,20,East,Atlantic,New York Knicks
Nicolas,Brussino,G-C,2.03,96.75,Argentina,undrafted,undrafted,7,West,Southwest,Dallas Mavericks
Elijah,Bryant,G,1.96,94.5,USA,undrafted,undrafted,17,East,Central,Milwaukee Bucks
Kobe,Bryant,G-C,1.98,95.4,USA,1996,13,14,West,Pacific,Los Angeles Lakers
Joe,Bryant,G-C,2.08,83.25,USA,1975,14,23,East,Atlantic,Philadelphia 76ers
